ID,Project,Category,TypeOfIssue,FundLost,FundsReturned,FundsRecovered,IsVerifiedSourceCode,IsPublicedTeam,Date
3081,ProjectX,Other,Rugpull,28247,0,,1,1,2022-7-7
2836,Web3Memes,,Rugpull,27699,0,,0,0,2022-2-23
3167,QWCF,Token,Rugpull,27000,0,,0,0,2022-8-29
2904,LocalBitcoins (2),CeFi,Other,27000,0,,0,0,2019-1-26
153,DARK DEFI,Token,Honeypot,26543,0,,0,0,2021-2-20
135,Bondly Finance (FAKE),Token,Honeypot,26471,0,,,,2020-12-8
179,Zenith Finance,,Rugpull,26354,0,,,,2020-11-28
3093,Space Godzilla,Token,Flash Loan Attack,26153,0,,1,0,2022-7-13
3276,SCAT,Token,Rugpull,26081,0,,1,0,2022-11-10
49,WinPlay,Gaming / Metaverse,Rugpull,25773,0,,,,2020-9-17
3122,Saxon James Musk,Token,Rugpull,25500,0,,0,0,2022-8-7
289,TIM3,,Rugpull,25300,0,,,,2020-11-23
65,Horizon Finance,,Rugpull,25287,0,,,,2021-3-18
3147,PDR,Token,Rugpull,25278,0,,1,0,2022-8-21
3044,Verify,,Rugpull,25000,0,,1,0,2022-6-8
244,RUL3R Token,,Rugpull,24792,0,,,,2020-11-27
3226,PlantWorld,Token,Flash Loan Attack,24483,0,,1,0,2022-10-17
64,NarutoSwap,,Rugpull,24424,0,,,,2021-3-19
2737,DefiBox,Exchange (DEX),Other,24412,0,,1,1,2021-9-17
168,Static,,Rugpull,24143,0,,,,2021-4-30
229,Pacific Protocol,,Rugpull,23531,0,,,,2021-1-1
196,NanoCore,,Abandoned,22924,0,,,,2020-10-30
160,Game Swap Exchange,Token,Rugpull,22796,0,,0,0,2021-1-24
164,Boost,,Rugpull,22680,0,,,,2020-12-26
113,Zap Finance,Exchange (DEX),Rugpull,22461,0,,,,2021-1-30
3195,Fortunas Finance,Token,Other,21672,0,,1,0,2022-9-22
251,CoinSWOP,,Rugpull,21049,0,,,,2020-12-4
222,Rubick Finance,,Rugpull,20685,0,,,,2020-11-20
124,CatDog,,Rugpull,20225,0,,,,2021-2-1
101,KoiSwap,Exchange (DEX),Rugpull,19950,0,,,,2021-3-9
3153,Ownly,NFT,Reentrancy,19219,0,,0,0,2022-5-10
47,Thunder Finance,Exchange (DEX),Rugpull,18558,0,,,,2021-3-4
3299,BlackGold,Token,Other,18476,0,,0,0,2022-12-12
2846,Peace doge X,,Rugpull,18144,0,,0,0,2022-3-6
2984,Ubitex,CeFi,Rugpull,18100,0,,0,0,2011-7-1
3156,SpiritSwap,Exchange (DEX),Phishing,18000,0,,0,0,2022-5-14
50,MiniVault.Finance,Stablecoin,Rugpull,17372,0,,,,2020-11-26
3107,Neoteric Finance,Token,Rugpull,17304,0,,1,0,2022-7-16
117,Dipex,,Rugpull,16957,0,,,,2021-1-9
162,Bank Protocol,,Rugpull,16867,0,,,,2020-12-23
268,Yearn Hold Finance,Token,Honeypot,16823,0,,,,2020-12-9
74,True Seigniorage Dollar,,Rugpull,16644,0,,,,2021-3-12
2740,Solend,Borrowing and Lending,Other,16000,16000,,0,0,2021-8-19
211,Foxi.finance,,Rugpull,15513,0,,0,0,2020-11-17
3160,ArcadeEarn,Token,Rugpull,15368,0,,0,0,2022-8-26
2976,Betcoin,,Access Control,15300,0,,0,0,2012-4-11
3048,Bored Ape Europe Club,,Rugpull,14400,0,,0,0,2022-6-10
227,Slicer Finance,,Rugpull,14346,0,,,,2021-1-1
3154,ROBOT SHIB,Token,Rugpull,14100,0,,0,0,2022-8-25
2968,50BTC,,Other,14000,0,,0,0,2012-10-13
131,Twerk Finance,,Rugpull,13140,0,,,,2020-12-3
243,Hypechill fund,,Rugpull,12910,0,,,,2020-11-27
106,Tranquility Defi,,Rugpull,12702,0,,,,2021-2-8
99,ChaddyFinance,,Rugpull,12524,0,,,,2021-3-7
3057,Whale Loans,,Other,12374,0,,0,1,2022-6-20
2974,Bitcoin Syndicate,CeFi,Access Control,12000,0,,0,0,2012-7-4
114,RFbtc,,Rugpull,11874,0,,,,2021-4-11
3161,GMT,Token,Rugpull,11825,0,,0,0,2022-8-26
274,Fractal Defi,,Rugpull,11678,0,,,,2021-1-16
120,D4ppdao Token,,Rugpull,11621,0,,,,2021-1-6
3089,Convex Finance,,Other,11578,0,,0,0,2022-6-23
92,PulldogSwap,Token,Honeypot,10531,0,,,,2021-3-16
58,SAV3R,,Rugpull,10423,0,,,,2020-11-17
122,Bing Swap,,Rugpull,10239,0,,,,2021-4-3
3051,Gooniez Gang,,Other,9700,0,,1,0,2022-6-12
60,SuperMarioBros,,Rugpull,9669,0,,,,2020-10-23
171,Focus,,Rugpull,9555,0,,,,2021-2-28
145,Mantle,,Rugpull,9507,0,,,,2021-3-21
133,Vadia Finance,,Rugpull,8992,0,,,,2020-12-8
142,Reflation,,Rugpull,8987,0,,,,2020-12-14
3289,Health,Token,Other,8800,0,,1,0,2022-10-20
205,Mocha Set Dollar,,Rugpull,8780,0,,,,2021-1-3
259,Brother finance,Token,Honeypot,8327,0,,,,2020-12-8
2708,Sloth Inu,,Rugpull,8228,0,,0,0,2021-11-25
128,Relay3rV1,,Rugpull,8222,0,,,,2020-11-11
2979,Mt. Gox,CeFi,Other,8020,0,,0,0,2011-10-28
210,CYBER SOLIDITY,,Rugpull,7823,0,,,,2020-11-14
84,Metropolis.finance,,Rugpull,7805,0,,,,2020-12-25
3075,BabyDAO,Other,Rugpull,7602,0,,1,0,2022-7-6
250,K.O.N.G Token,,Rugpull,7451,0,,,,2020-12-1
266,Ren Swap,Token,Honeypot,7248,0,,,,2020-12-9
3125,Impermax,Borrowing and Lending,Other,7200,0,,0,0,2022-7-16
233,Rfyield Finance,,Rugpull,7193,0,,,,2021-2-2
3290,Polynomial Protocol,Other,Other,7000,0,,1,1,2022-11-18
3076,FlippazOne,NFT,Access Control,6828,0,,1,0,2022-7-5
246,CHERRY,Token,Honeypot,6593,0,,,,2020-11-28
180,ELLA,,Rugpull,6497,0,,,,2020-11-24
700,Ohohoh.io,,Rugpull,6460,0,,,,2021-1-5
2977,Bitscalper,,Rugpull,6450,0,,0,0,2012-3-1
269,Douyea,Token,Honeypot,6426,0,,,,2020-12-13
272,UnlimitedBase Finance,,Rugpull,6283,0,,,,2020-12-15
38,Foxy.farm,NFT,Rugpull,6154,0,,,,2020-10-20
177,Harvester Network,Token,Honeypot,6152,0,,,,2020-12-23
91,CREW,,Rugpull,6105,0,,,,2020-12-12
90,dxHub,,Rugpull,5150,0,,,,2020-12-13
2738,Banksy,,Rugpull,5000,0,,0,0,2021-9-4
223,Rotex,,Rugpull,4804,0,,,,2020-11-21
174,Jointventure Finance,,Rugpull,4443,0,,,,2021-1-13
2941,LocalBitcoins,CeFi,Access Control,4440,4440,,0,0,2015-1-27
200,ShabuVault,,Rugpull,4357,0,,0,0,2020-11-4
95,Overbase Finance,,Rugpull,4275,0,,,,2020-12-18
86,FutureBase.Finance,,Rugpull,4272,0,,,,2020-12-22
156,PUMP,,Rugpull,4144,0,,,,2021-1-5
83,Groot.finance,,Rugpull,4049,0,,,,2020-11-2
109,GrowBase Finance,,Rugpull,4025,0,,,,2020-12-31
212,Monster Chain,Token,Honeypot,4012,0,,,,2020-10-22
123,Binary Protocol,Exchange (DEX),Rugpull,3924,0,,,,2021-1-29
115,Contribute Protocol,,Rugpull,3919,0,,,,2021-3-10
43,Delicacy DeFi,Exchange (DEX),Rugpull,3725,0,,,,2021-6-3
157,iBLUE,,Rugpull,3470,0,,,,2021-1-6
267,Reflect3 Finance,,Rugpull,3294,0,,,,2021-1-28
52,Deriswap (the 2nd fake),Stablecoin,Rugpull,3262,0,,,,2020-12-17
271,TRBAS3,,Rugpull,3176,0,,,,2020-12-14
207,Lootx Finance,Exchange (DEX),Honeypot,2845,0,,,,2020-10-25
119,EASYPump,Token,Honeypot,2720,0,,,,2021-1-11
192,Vegetables Finance,,Rugpull,2652,0,,,,2020-10-5
148,burn12,,Rugpull,2545,0,,,,2021-1-1
1648,Q DAO Governance token v2.0,Token,Honeypot,2544,0,,0,0,2021-3-26
57,K3psav.Finance,,Rugpull,2512,0,,,,2020-12-19
213,x20 finance,,Rugpull,2501,0,,0,0,2020-11-17
264,Keep3r.info,Token,Honeypot,2457,0,,,,2020-12-8
187,House of paper,Token,Honeypot,2338,0,,,,2020-11-12
159,Devilishburning Farm,,Rugpull,2329,0,,,,2020-11-6
230,Gh1z.finance,,Rugpull,2137,0,,,,2020-11-24
265,Sauron,Token,Honeypot,2003,0,,,,2020-12-9
82,Keep3rX.finance,,Rugpull,1813,0,,,,2020-11-5
234,Mother of All Ponzis,,Rugpull,1336,0,,,,2020-12-23
149,L4CK,,Rugpull,1321,0,,,,2020-12-26
190,Bloody Finance,,Rugpull,1289,0,,,,2020-11-5
254,Ba5ic finance,,Rugpull,1055,0,,,,2020-12-2
194,Horus Finance,Token,Honeypot,991,0,,,,2020-10-31
240,Maxliq.ml,,Rugpull,898,0,,,,2020-11-25
261,Farmland Network,,Rugpull,892,0,,,,2020-12-7
100,Sonic Swap,,Rugpull,824,0,,,,2020-12-21
2722,AutobotDefi,,Rugpull,797,0,,0,0,2021-12-5
204,Trump Swap,Token,Honeypot,795,0,,,,2020-10-24
247,Enjo,,Rugpull,762,0,,,,2020-11-28
158,CAP5,,Rugpull,760,0,,,,2020-11-8
262,Gaia protocol,,Rugpull,598,0,,,,2020-12-7
219,Potatos Finance,,Rugpull,569,0,,,,2020-12-17
255,Waronrug degen token,,Rugpull,555,0,,,,2020-12-5
2076,DAOstreetbets,Token,Honeypot,548,0,,0,0,2021-10-4
154,SAILSAN,,Rugpull,426,0,,,,2020-11-10
218,GoldenFarm,,Rugpull,396,0,,,,2020-12-7
203,BOMBHEAD token,Token,Honeypot,342,0,,,,2020-10-24
155,Dswap,,Rugpull,330,0,,,,2020-11-10
260,Jin Finance,Token,Honeypot,277,0,,,,2020-12-7
3304,Coinsuper,CeFi,Other,0,0,,0,1,2021-11-28
3298,Gemini,CeFi,Phishing,0,0,,0,1,2022-12-14
3292,Vauld,CeFi,Other,0,0,,0,1,2022-7-4
3255,Gala,Gaming / Metaverse,Other,0,0,,1,1,2022-11-3
3231,GeoDB,Other,Other,0,0,,1,1,2022-10-19
3213,Xave Finance,Token,Other,0,0,,0,1,2022-10-8
3183,Gera Coin,Token,Other,0,0,,1,0,2022-9-7
2892,Coinroom,CeFi,Rugpull,0,0,,0,0,2019-6-3
2839,TreasureDAO,,Other,0,0,,0,0,2022-3-3
2761,PancakeSwap,Exchange (DEX),Other,0,0,,0,0,2020-11-3
2729,Gelato,,Other,0,0,,0,0,2021-12-12
2725,ScareCrow,,Abandoned,0,0,,0,0,2021-12-7
2685,Cream Finance,"Borrowing and Lending,Exchange (DEX)",Other,0,0,,,,2021-3-17
2680,UNIYSWAP,,Rugpull,0,0,,,,2021-10-19
2678,Mystery,,Rugpull,0,0,,,,2021-10-18
2677,FlokiFarmToken,,Rugpull,0,0,,,,2021-10-18
2676,Daughter Doge Revenge Token,,Rugpull,0,0,,,,2021-10-12
2675,SaturnBeam,,Rugpull,0,0,,,,2021-10-10
2674,Polyrock Finance,,Rugpull,0,0,,,,2021-10-9
2673,AwakenedToken,,Rugpull,0,0,,,,2021-10-11
2672,LionKingToken,,Rugpull,0,0,,,,2021-10-11
2670,PolyRainbowToken,,Rugpull,0,0,,,,2021-10-7
2669,Symmetry.Markets,,Rugpull,0,0,,,,2021-10-6
2668,PolarBearToken,,Rugpull,0,0,,,,2021-10-6
2665,Hallowenswap,,Rugpull,0,0,,,,2021-10-1
2661,cArbFarm,,Rugpull,0,0,,,,2021-9-30
2660,ChocSwap.finance,,Rugpull,0,0,,,,2021-9-30
2656,PolyGladiatorToken,,Rugpull,0,0,,,,2021-9-29
2655,MagicToken,,Rugpull,0,0,,,,2021-9-28
2654,PolyMountain,,Rugpull,0,0,,,,2021-9-27
2653,PolyHomerToken,,Rugpull,0,0,,,,2021-9-27
2639,CoffeeSwap Arbitrum,,Rugpull,0,0,,,,2021-9-22
2637,PlugToken,,Rugpull,0,0,,,,2021-9-20
2636,PenginFinance Token,,Rugpull,0,0,,,,2021-9-20
2635,INTERSWAP,Exchange (DEX),Rugpull,0,0,,,,2021-9-20
2632,GullFinance Token,,Rugpull,0,0,,,,2021-9-16
2631,MikuMilk Finance,,Rugpull,0,0,,,,2021-9-16
2630,BloodySwap,,Rugpull,0,0,,,,2021-9-15
2629,Earth DeFi Avalanche,,Rugpull,0,0,,,,2021-9-15
2628,GulliFinance,,Rugpull,0,0,,,,2021-9-15
2625,TrollFace,,Rugpull,0,0,,,,2021-9-13
2624,Gold Finance,,Rugpull,0,0,,,,2021-9-10
2622,MoneyTreeFarm,,Rugpull,0,0,,,,2021-9-7
2621,White Moon Finance,,Rugpull,0,0,,,,2021-9-7
2620,Swaaaaap.com,,Rugpull,0,0,,,,2021-9-6
2619,BeastMode Token,Exchange (DEX),Rugpull,0,0,,,,2021-9-6
2618,Valorant Finance,,Rugpull,0,0,,,,2021-9-6
2617,Euro Token,,Rugpull,0,0,,,,2021-9-6
2616,PolyGoose Token,,Rugpull,0,0,,,,2021-9-6
2615,Cheetah Token,,Rugpull,0,0,,,,2021-9-6
2614,Red Eagle Token,,Rugpull,0,0,,,,2021-9-6
2613,HarvestLock,,Rugpull,0,0,,,,2021-9-6
2612,TreeToken,,Rugpull,0,0,,,,2021-9-6
2611,White Moon Finance,,Rugpull,0,0,,,,2021-9-6
2610,Sigma,,Rugpull,0,0,,,,2021-9-3
2609,BabyCakeGold,,Rugpull,0,0,,,,2021-9-3
2608,Rapture,,Rugpull,0,0,,,,2021-9-3
2607,Stonks Token,,Rugpull,0,0,,,,2021-9-3
2606,Fisherman Finance,Exchange (DEX),Rugpull,0,0,,,,2021-9-3
2605,Golden Bar Farm,,Rugpull,0,0,,,,2021-9-3
2604,PolyApe Token,,Rugpull,0,0,,,,2021-9-3
2603,Fire Swap,,Rugpull,0,0,,,,2021-9-3
2602,Pikachu Swap,,Rugpull,0,0,,,,2021-9-3
2601,Polysafemoon,,Rugpull,0,0,,,,2021-9-3
2592,Iron Finance (2),,Other,0,0,,0,0,2021-6-16
2576,Pirate Farm,,Rugpull,0,0,,,,2021-8-16
2571,YFARM,,Rugpull,0,0,,,,2021-8-14
2570,Corgi Finance,,Rugpull,0,0,,,,2021-8-3
2569,Planetswap Uranus,,Rugpull,0,0,,,,2021-8-5
2568,Yoshi Defi,,Rugpull,0,0,,,,2021-8-10
2567,BeaverSwap.finance,,Rugpull,0,0,,,,2021-8-8
2566,PolyMind,,Rugpull,0,0,,,,2021-8-11
2565,Photon-Swap,,Rugpull,0,0,,,,2021-8-8
2564,VIVAToken,,Rugpull,0,0,,,,2021-8-9
2563,Happy Frog Finance,,Rugpull,0,0,,,,2021-8-12
2562,Rimau Finance,,Rugpull,0,0,,,,2021-8-12
2561,0xNinja,,Rugpull,0,0,,,,2021-8-14
2560,Red Rose Finance,,Rugpull,0,0,,,,2021-8-15
2539,JI Finance,,Abandoned,0,0,,,,
2538,Kingdomswap,,Rugpull,0,0,,,,2021-8-25
2537,Goldbar.finance,,Rugpull,0,0,,,,
2536,Pablo Escobar,,Rugpull,0,0,,,,2021-8-25
2535,BoobsDefi,,Rugpull,0,0,,,,2021-8-25
2534,Meowswap Token,Exchange (DEX),Rugpull,0,0,,,,2021-8-25
2533,SaturnSwap Token,,Rugpull,0,0,,,,2021-8-25
2532,Tripland,,Rugpull,0,0,,,,2021-8-25
2531,Demeter Chain,,Rugpull,0,0,,,,2021-8-25
2530,SageSwap Token,,Rugpull,0,0,,,,2021-8-25
2529,Rick.finance,,Rugpull,0,0,,,,2021-8-25
2528,Delicacydefi,,Rugpull,0,0,,,,2021-8-25
2527,Durianswap,,Rugpull,0,0,,,,
2525,Geckoswap,,Rugpull,0,0,,,,2021-8-26
2524,Deerdefi,,Rugpull,0,0,,,,2021-8-26
2523,SAFU Finance,,Rugpull,0,0,,,,2021-8-26
2522,DunkSwap Token,,Rugpull,0,0,,,,2021-8-26
2521,RUM COIN,,Rugpull,0,0,,,,2021-8-26
2520,Antisocial.finance,,Rugpull,0,0,,,,2021-8-26
2519,SunnyDefi finance,,Rugpull,0,0,,,,2021-8-26
2518,NoaSwap,,Rugpull,0,0,,,,2021-8-26
2517,Aladdin,,Rugpull,0,0,,,,2021-8-26
2516,Ozone Finance Token,,Rugpull,0,0,,,,2021-8-26
2515,Original.finance,,Rugpull,0,0,,,,2021-8-26
2514,Snakedefi,,Rugpull,0,0,,,,2021-8-26
2513,BACON,,Rugpull,0,0,,,,2021-8-26
2512,MYSTERYToken,,Rugpull,0,0,,,,2021-8-26
2511,Elara Finance,,Rugpull,0,0,,,,2021-8-26
2510,crocofi.org(CROCO),,Rugpull,0,0,,,,2021-8-26
2509,Vine Protocol,,Rugpull,0,0,,,,2021-8-26
2508,Mortal Kombat,,Rugpull,0,0,,,,2021-8-26
2507,Dragonfly,,Rugpull,0,0,,,,2021-8-26
2506,Uranium U92,,Rugpull,0,0,,,,2021-8-26
2505,Raccoon Swap,,Rugpull,0,0,,,,2021-8-26
2504,WindSwap,,Rugpull,0,0,,,,2021-8-26
2503,Axe Token,,Rugpull,0,0,,,,2021-8-26
2501,DogX Token,,Rugpull,0,0,,,,2021-8-26
2500,SeaShell.Financ,,Rugpull,0,0,,,,2021-8-26
2499,Polyfox.finance,,Rugpull,0,0,,,,2021-8-26
2498,Zenko,,Rugpull,0,0,,,,2021-8-26
2497,Pumaswap Token,,Rugpull,0,0,,,,2021-8-26
2496,Missile,,Rugpull,0,0,,,,2021-8-26
2495,Mummy Token,,Rugpull,0,0,,,,2021-8-26
2494,Fish Token,,Rugpull,0,0,,,,2021-8-26
2493,MerlinLab,,Rugpull,0,0,,,,
2492,Cobrafinance.org,,Rugpull,0,0,,,,2021-8-27
2487,Haikyu,,Rugpull,0,0,,,,2021-8-27
2486,Zombies Farm,,Rugpull,0,0,,,,2021-8-27
2484,RavenSwap,,Rugpull,0,0,,,,2021-8-27
2483,Astro Yield,Exchange (DEX),Rugpull,0,0,,,,2021-8-27
2482,KingDefi.finance,,Rugpull,0,0,,,,2021-8-27
2481,Polyvee Finance,,Rugpull,0,0,,,,2021-8-27
2480,PolyGold,,Rugpull,0,0,,,,2021-8-27
2479,PolyIon,,Rugpull,0,0,,,,
2478,Dooog Finance,,Rugpull,0,0,,,,2021-8-27
2476,Taba Finance,,Rugpull,0,0,,,,
2475,PolyWeed,,Rugpull,0,0,,,,2021-8-27
2474,Aura Finance,Exchange (DEX),Rugpull,0,0,,,,2021-8-27
2473,Dino Finance,Exchange (DEX),Rugpull,0,0,,,,2021-8-27
2472,PUGDOG INU,,Rugpull,0,0,,,,2021-8-27
2471,Shadowswap Finance,,Rugpull,0,0,,,,2021-8-27
2470,Glockswap,,Rugpull,0,0,,,,2021-8-27
2469,Evilswap,,Rugpull,0,0,,,,2021-8-27
2468,DinoSwap.farm,Exchange (DEX),Rugpull,0,0,,,,2021-8-27
2467,Alienswap,,Rugpull,0,0,,,,2021-8-27
2466,foodcourt.finance,,Rugpull,0,0,,,,
2465,PolyFlorida,,Rugpull,0,0,,,,
2464,Oilrig Finance,,Rugpull,0,0,,,,2021-8-27
2463,Basset Farm,,Rugpull,0,0,,,,2021-8-27
2462,CondoSwap,,Rugpull,0,0,,,,
2461,Chopper Finance,,Rugpull,0,0,,,,2021-8-27
2460,Pumpkin Swap,,Rugpull,0,0,,,,2021-8-27
2459,PolyWhat,,Rugpull,0,0,,,,2021-8-27
2458,Beets Farm,,Rugpull,0,0,,,,2021-8-30
2457,Saturn Swap XYZ,,Rugpull,0,0,,,,
2456,Bapeswap,,Rugpull,0,0,,,,
2455,2Pac Finance,,Rugpull,0,0,,,,2021-8-30
2454,PolyOrca,,Rugpull,0,0,,,,2021-8-30
2452,Blazar Finance,,Rugpull,0,0,,,,2021-8-30
2451,Popit Finance,,Rugpull,0,0,,,,2021-8-30
2450,Area51 DeFi,,Rugpull,0,0,,,,2021-8-30
2449,Duck Finance,Stablecoin,Rugpull,0,0,,,,2021-8-30
2448,CookieSwap Layer 2,,Rugpull,0,0,,,,2021-8-30
2447,PoliEx Swap,,Rugpull,0,0,,,,2021-8-30
2446,Cheeseballs Finance,,Rugpull,0,0,,,,
2445,KoalaDefi,,Rugpull,0,0,,,,2021-8-30
2444,Bengal Swap,,Rugpull,0,0,,,,2021-8-30
2443,DragonBallSwap,,Rugpull,0,0,,,,
2442,Polyninja.finance,,Rugpull,0,0,,,,
2441,Cardboard Finance,,Rugpull,0,0,,,,2021-8-30
2440,TamagochiSwap,,Rugpull,0,0,,,,2021-8-30
2439,HermitSwap,,Rugpull,0,0,,,,2021-8-30
2438,Carousel Finance,,Rugpull,0,0,,,,2021-8-30
2437,PolyHype,,Rugpull,0,0,,,,
2436,BBQ Swap,,Rugpull,0,0,,,,2021-8-30
2435,CatgeSwap,,Rugpull,0,0,,,,2021-8-30
2434,CarolinaReaper Finance,,Rugpull,0,0,,,,2021-8-30
2433,Poohswap,,Rugpull,0,0,,,,2021-8-30
2432,PolyYield,,Rugpull,0,0,,,,2021-8-30
2431,Royalflush Farm,,Rugpull,0,0,,,,2021-8-30
2430,Hydra Blazar,,Rugpull,0,0,,,,
2429,Lamp Finance,,Rugpull,0,0,,,,2021-8-30
2428,The Apollo Project,,Rugpull,0,0,,,,2021-8-30
2427,NekoCat,,Rugpull,0,0,,,,2021-8-30
2426,BreadSwap,,Rugpull,0,0,,,,2021-8-30
2425,Frog Farm,,Rugpull,0,0,,,,2021-8-30
2424,Hotdog Cart Finance,,Rugpull,0,0,,,,2021-8-30
2423,Hippolygon,,Rugpull,0,0,,,,2021-8-30
2422,OVNI Finance,,Rugpull,0,0,,,,2021-8-30
2420,LavaSwap,,Rugpull,0,0,,,,2021-8-30
2419,RabbitSwap Finance,,Rugpull,0,0,,,,2021-8-30
2418,Jester DeFi,,Rugpull,0,0,,,,2021-8-30
2417,Panda Matic,,Rugpull,0,0,,,,2021-8-30
2416,Helios.Cash,,Rugpull,0,0,,,,2021-8-30
2415,Astro Bunny Finance,,Rugpull,0,0,,,,2021-8-30
2414,Polywater,,Rugpull,0,0,,,,2021-8-30
2413,BEESwap,,Rugpull,0,0,,,,2021-8-30
2412,Night Wolf,,Rugpull,0,0,,,,2021-8-30
2411,PolyGarden,,Rugpull,0,0,,,,2021-8-30
2410,PolyGorilla,,Rugpull,0,0,,,,2021-8-30
2409,PolyCloud,,Rugpull,0,0,,,,2021-8-30
2408,UNIRON Finance,,Rugpull,0,0,,,,
2407,Ailuropodinae,,Rugpull,0,0,,,,2021-8-31
2406,Predator Swap,,Rugpull,0,0,,,,2021-8-31
2405,KuCat Finance,,Rugpull,0,0,,,,
2404,DonutDeFi,,Rugpull,0,0,,,,2021-8-31
2403,JoeBiden Finance,,Rugpull,0,0,,,,
2402,NoMoreDogs,,Rugpull,0,0,,,,2021-8-31
2401,PolyMinecraft,,Rugpull,0,0,,,,2021-8-31
2400,PolyMiner,,Rugpull,0,0,,,,2021-8-31
2399,Hamster Swap,,Rugpull,0,0,,,,2021-8-31
2398,Hammy Finance,,Rugpull,0,0,,,,2021-8-31
2397,Secura Finance,,Rugpull,0,0,,,,2021-8-31
2396,PuffinSwap,,Rugpull,0,0,,,,2021-8-31
2395,Gameboy Finance,,Rugpull,0,0,,,,2021-8-31
2394,Cupcake Defi,,Rugpull,0,0,,,,2021-8-31
2393,Farm Ninja,,Rugpull,0,0,,,,2021-8-31
2392,Mew Two,,Rugpull,0,0,,,,2021-8-31
2391,Mew,,Rugpull,0,0,,,,2021-8-31
2390,RoboBuddy,,Rugpull,0,0,,,,2021-8-31
2389,rabbitfarm.finance,,Rugpull,0,0,,,,2021-8-31
2388,Cat.Moji Swap,Yield Aggregator,Rugpull,0,0,,,,2021-8-31
2387,MewMegaX Token,,Rugpull,0,0,,,,2021-8-31
2386,WeedSwap,,Rugpull,0,0,,,,2021-8-31
2385,NutPie,,Rugpull,0,0,,,,2021-8-31
2384,Flamingo Lagoon,Exchange (DEX),Rugpull,0,0,,,,2021-8-31
2383,DonaldSwap,,Rugpull,0,0,,,,2021-8-31
2382,koroswap finance,,Rugpull,0,0,,,,2021-8-31
2381,LayerFarm,,Rugpull,0,0,,,,2021-8-31
2380,Hamster Farm,,Rugpull,0,0,,,,2021-8-31
2379,PolyHorse Finance,,Rugpull,0,0,,,,2021-8-31
2378,Hawk Finance,,Rugpull,0,0,,,,2021-8-31
2377,PolySphere,,Rugpull,0,0,,,,2021-8-31
2376,Starfall Finance,,Rugpull,0,0,,,,2021-8-31
2375,XAN Swap,,Rugpull,0,0,,,,2021-8-31
2374,PitbullSwap,,Rugpull,0,0,,,,2021-8-31
2373,LanternSwap,,Rugpull,0,0,,,,2021-8-31
2372,Aubergine Farm,,Rugpull,0,0,,,,
2371,RooSwap,,Rugpull,0,0,,,,2021-8-31
2370,Sashimi swap,Exchange (DEX),Rugpull,0,0,,,,2021-8-31
2359,LARP,,Rugpull,0,0,,,,
2348,Kattana Trade,Token,Honeypot,0,0,,,,2021-9-2
2347,AI Farm,Token,Honeypot,0,0,,,,
2346,Totoro,Token,Honeypot,0,0,,,,
2345,HiBNB,Token,Honeypot,0,0,,,,
2344,Iced Tea  Token,Token,Honeypot,0,0,,,,
2343,SuperSwap,Token,Honeypot,0,0,,,,2021-9-2
2342,CUATROtoken,Token,Honeypot,0,0,,,,
2341,Xcademy Token,Token,Honeypot,0,0,,,,2021-9-2
2340,FORCE,Token,Honeypot,0,0,,,,
2339,y.at,Token,Honeypot,0,0,,,,
2338,Neutron Network,Token,Honeypot,0,0,,,,2021-9-2
2337,TigerSwap,Token,Honeypot,0,0,,,,2021-9-2
2336,Interstellar,Token,Honeypot,0,0,,,,2021-9-2
2335,ElonTech,Token,Honeypot,0,0,,,,2021-9-2
2334,KitKat,Token,Honeypot,0,0,,,,2021-9-2
2333,SHINGEKINOTOKEN,Token,Honeypot,0,0,,,,2021-9-2
2332,SafeAtmosphere,Token,Honeypot,0,0,,,,
2331,Pulse,Token,Honeypot,0,0,,,,2021-9-2
2330,Findora,Token,Honeypot,0,0,,,,2021-9-2
2329,PotionBrew.net,Token,Honeypot,0,0,,,,2021-9-2
2328,Helios Project,Token,Honeypot,0,0,,,,2021-9-2
2327,Gains Associates,Token,Honeypot,0,0,,,,2021-9-2
2326,Goldfinch Finance,Token,Honeypot,0,0,,,,2021-9-2
2325,Orion,Token,Honeypot,0,0,,,,2021-9-2
2324,Toko Token,Token,Honeypot,0,0,,,,2021-9-2
2323,Palm.io,Token,Honeypot,0,0,,,,2021-9-2
2322,Symbol,Token,Honeypot,0,0,,,,2021-9-2
2321,element.fi,Token,Honeypot,0,0,,,,2021-9-2
2320,SafeCompound,Token,Honeypot,0,0,,,,2021-9-2
2319,FairElon,Token,Honeypot,0,0,,,,
2318,SafeWaifu,Exchange (DEX),Honeypot,0,0,,,,
2317,Cassiopeia,Token,Honeypot,0,0,,,,
2316,StrongCroac,Token,Honeypot,0,0,,,,
2315,FairRocket,Token,Honeypot,0,0,,,,2021-9-8
2314,SafeCash,Token,Honeypot,0,0,,,,2021-9-8
2313,Turtle In Space,Token,Honeypot,0,0,,,,
2312,FairSatoshi,Token,Honeypot,0,0,,,,
2311,Milky Way,Token,Honeypot,0,0,,,,2021-9-8
2310,SafeBinance,Token,Honeypot,0,0,,,,2021-9-8
2309,ElonProtocol,Token,Honeypot,0,0,,,,2021-9-8
2308,Constellation,Token,Honeypot,0,0,,,,2021-9-8
2307,Step.finance,Token,Honeypot,0,0,,,,2021-9-8
2306,UNITYtoken,Exchange (DEX),Honeypot,0,0,,,,2021-9-8
